"location","quantile","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","value","age_group","subscenario"
"US",0,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",841.404366670689,"0-130","aggregate"
"US",0.01,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",2485.41920696471,"0-130","aggregate"
"US",0.025,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3218.16328951071,"0-130","aggregate"
"US",0.05,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",4054.8955085086,"0-130","aggregate"
"US",0.1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",5418.42873058658,"0-130","aggregate"
"US",0.15,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",6536.7320657173,"0-130","aggregate"
"US",0.2,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",7604.59246400205,"0-130","aggregate"
"US",0.25,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",8619.22680696445,"0-130","aggregate"
"US",0.3,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",9677.14927905804,"0-130","aggregate"
"US",0.35,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",10830.6560414002,"0-130","aggregate"
"US",0.4,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",12134.4500899965,"0-130","aggregate"
"US",0.45,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",13470.726444315,"0-130","aggregate"
"US",0.5,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",14878.957891593,"0-130","aggregate"
"US",0.55,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",16596.6130859708,"0-130","aggregate"
"US",0.6,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",18534.2709943572,"0-130","aggregate"
"US",0.65,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",20994.4590350564,"0-130","aggregate"
"US",0.7,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",23962.8376565699,"0-130","aggregate"
"US",0.75,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",27794.7308405705,"0-130","aggregate"
"US",0.8,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",32658.5400009062,"0-130","aggregate"
"US",0.85,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",39617.6986165015,"0-130","aggregate"
"US",0.9,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",51746.387529512,"0-130","aggregate"
"US",0.95,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",74250.5072167572,"0-130","aggregate"
"US",0.975,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",99590.5066089828,"0-130","aggregate"
"US",0.99,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",144482.214588671,"0-130","aggregate"
"US",1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",762720.446400525,"0-130","aggregate"
"US",0,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",1223.92677587027,"0-130","early"
"US",0.01,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3465.79708067014,"0-130","early"
"US",0.025,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",4560.76031750227,"0-130","early"
"US",0.05,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",5782.92452836884,"0-130","early"
"US",0.1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",7721.45152841354,"0-130","early"
"US",0.15,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",9261.51732294619,"0-130","early"
"US",0.2,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",10767.2278040976,"0-130","early"
"US",0.25,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",12305.42649846,"0-130","early"
"US",0.3,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",13751.8153378515,"0-130","early"
"US",0.35,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",14994.2389409805,"0-130","early"
"US",0.4,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",16637.2102306526,"0-130","early"
"US",0.45,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",18174.1231351619,"0-130","early"
"US",0.5,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",20190.8541008159,"0-130","early"
"US",0.55,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",22330.136021574,"0-130","early"
"US",0.6,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",24803.6285012796,"0-130","early"
"US",0.65,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",27704.3050945888,"0-130","early"
"US",0.7,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",31076.8145178172,"0-130","early"
"US",0.75,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",35376.3932757745,"0-130","early"
"US",0.8,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",41767.6645751051,"0-130","early"
"US",0.85,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",51379.4512002405,"0-130","early"
"US",0.9,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",64430.5491431638,"0-130","early"
"US",0.95,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",93788.5430125722,"0-130","early"
"US",0.975,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",122942.108776518,"0-130","early"
"US",0.99,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",177702.877939319,"0-130","early"
"US",1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",762720.446400525,"0-130","early"
"US",0,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",971.244120747562,"0-130","late"
"US",0.01,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3109.64178422564,"0-130","late"
"US",0.025,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3923.04310509931,"0-130","late"
"US",0.05,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",5172.91856245111,"0-130","late"
"US",0.1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",6445.70005179597,"0-130","late"
"US",0.15,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",7655.06254684913,"0-130","late"
"US",0.2,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",8708.45458309712,"0-130","late"
"US",0.25,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",9786.61395657166,"0-130","late"
"US",0.3,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",10892.2003626512,"0-130","late"
"US",0.35,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",12068.5807173476,"0-130","late"
"US",0.4,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",13170.9308818711,"0-130","late"
"US",0.45,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",14492.0077365565,"0-130","late"
"US",0.5,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",15811.1505447456,"0-130","late"
"US",0.55,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",17425.6451207118,"0-130","late"
"US",0.6,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",19464.6277147218,"0-130","late"
"US",0.65,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",21811.6460150247,"0-130","late"
"US",0.7,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",25149.6103937862,"0-130","late"
"US",0.75,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",28858.9377266005,"0-130","late"
"US",0.8,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",34310.8709607417,"0-130","late"
"US",0.85,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",41677.8648227878,"0-130","late"
"US",0.9,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",53668.4582048692,"0-130","late"
"US",0.95,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",74142.3329191121,"0-130","late"
"US",0.975,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",97933.3299430963,"0-130","late"
"US",0.99,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",148905.496848549,"0-130","late"
"US",1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",596321.417572226,"0-130","late"
"US",0,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",841.404366670689,"0-130","small"
"US",0.01,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",1978.65877445538,"0-130","small"
"US",0.025,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",2539.80872672803,"0-130","small"
"US",0.05,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3097.91699468997,"0-130","small"
"US",0.1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",3996.93971853935,"0-130","small"
"US",0.15,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",4713.98837389207,"0-130","small"
"US",0.2,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",5432.51012632938,"0-130","small"
"US",0.25,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",6174.83411548419,"0-130","small"
"US",0.3,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",6810.58789514626,"0-130","small"
"US",0.35,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",7499.67020040728,"0-130","small"
"US",0.4,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",8283.59142662503,"0-130","small"
"US",0.45,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",9016.12656219291,"0-130","small"
"US",0.5,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",9853.76974244732,"0-130","small"
"US",0.55,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",10805.3937688916,"0-130","small"
"US",0.6,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",12090.5055828887,"0-130","small"
"US",0.65,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",13455.8089923624,"0-130","small"
"US",0.7,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",15300.3435463459,"0-130","small"
"US",0.75,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",17923.7062729232,"0-130","small"
"US",0.8,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",21061.9205267881,"0-130","small"
"US",0.85,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",26189.3178594924,"0-130","small"
"US",0.9,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",34306.5053651517,"0-130","small"
"US",0.95,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",47793.7356073233,"0-130","small"
"US",0.975,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",67166.3809433494,"0-130","small"
"US",0.99,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",92689.4199942711,"0-130","small"
"US",1,"A-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_optImm",396129.488740611,"0-130","small"
"US",0,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",1034.1830238658,"0-130","aggregate"
"US",0.01,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",4216.64099274394,"0-130","aggregate"
"US",0.025,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",5849.93212582021,"0-130","aggregate"
"US",0.05,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",7848.4261493691,"0-130","aggregate"
"US",0.1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",10390.823956711,"0-130","aggregate"
"US",0.15,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",12748.8442818825,"0-130","aggregate"
"US",0.2,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",14645.841365737,"0-130","aggregate"
"US",0.25,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",16632.3277851089,"0-130","aggregate"
"US",0.3,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",18546.1653756064,"0-130","aggregate"
"US",0.35,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",20555.5907193644,"0-130","aggregate"
"US",0.4,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",22600.9832854017,"0-130","aggregate"
"US",0.45,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",24620.1073407348,"0-130","aggregate"
"US",0.5,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",27066.0887209587,"0-130","aggregate"
"US",0.55,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",29749.9073998772,"0-130","aggregate"
"US",0.6,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",32898.0850734119,"0-130","aggregate"
"US",0.65,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",36394.1593153643,"0-130","aggregate"
"US",0.7,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",40889.4038963022,"0-130","aggregate"
"US",0.75,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",46924.360702707,"0-130","aggregate"
"US",0.8,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",54570.1779484927,"0-130","aggregate"
"US",0.85,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",66151.1043098217,"0-130","aggregate"
"US",0.9,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",85436.2675300097,"0-130","aggregate"
"US",0.95,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",128038.330279133,"0-130","aggregate"
"US",0.975,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",178658.82084046,"0-130","aggregate"
"US",0.99,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",264374.086078889,"0-130","aggregate"
"US",1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",1260610.57870657,"0-130","aggregate"
"US",0,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",1527.25619353288,"0-130","early"
"US",0.01,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",3675.6876646405,"0-130","early"
"US",0.025,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",5151.29622063076,"0-130","early"
"US",0.05,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",6718.67901933576,"0-130","early"
"US",0.1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",9033.30292756157,"0-130","early"
"US",0.15,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",11283.3939503576,"0-130","early"
"US",0.2,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",13350.6283284471,"0-130","early"
"US",0.25,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",15110.8254987666,"0-130","early"
"US",0.3,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",17029.3679677508,"0-130","early"
"US",0.35,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",18907.6700186108,"0-130","early"
"US",0.4,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",20926.9899686158,"0-130","early"
"US",0.45,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",22981.165014712,"0-130","early"
"US",0.5,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",25239.0477150613,"0-130","early"
"US",0.55,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",27686.2220172955,"0-130","early"
"US",0.6,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",30166.6308718621,"0-130","early"
"US",0.65,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",33298.0097502384,"0-130","early"
"US",0.7,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",37094.8025972772,"0-130","early"
"US",0.75,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",41987.619541495,"0-130","early"
"US",0.8,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",47923.8812013466,"0-130","early"
"US",0.85,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",56554.9387433716,"0-130","early"
"US",0.9,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",71793.3179211585,"0-130","early"
"US",0.95,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",106428.157584762,"0-130","early"
"US",0.975,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",152581.157469009,"0-130","early"
"US",0.99,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",225645.03514749,"0-130","early"
"US",1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",1260610.57870657,"0-130","early"
"US",0,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",1034.1830238658,"0-130","late"
"US",0.01,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",5399.34154700002,"0-130","late"
"US",0.025,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",7285.47840299602,"0-130","late"
"US",0.05,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",9176.88124538815,"0-130","late"
"US",0.1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",12003.9173790931,"0-130","late"
"US",0.15,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",14166.821385188,"0-130","late"
"US",0.2,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",16143.9558164408,"0-130","late"
"US",0.25,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",18227.5556837827,"0-130","late"
"US",0.3,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",20110.3390892004,"0-130","late"
"US",0.35,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",22125.6401985817,"0-130","late"
"US",0.4,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",24074.8464907632,"0-130","late"
"US",0.45,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",26434.9888141608,"0-130","late"
"US",0.5,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",29245.744651016,"0-130","late"
"US",0.55,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",32298.8510084873,"0-130","late"
"US",0.6,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",35871.852323441,"0-130","late"
"US",0.65,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",40103.9825537502,"0-130","late"
"US",0.7,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",45916.7754208829,"0-130","late"
"US",0.75,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",52789.32654081,"0-130","late"
"US",0.8,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",63495.4415816069,"0-130","late"
"US",0.85,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",76462.7091631217,"0-130","late"
"US",0.9,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",99233.6401853831,"0-130","late"
"US",0.95,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",147341.449862711,"0-130","late"
"US",0.975,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",204185.131226736,"0-130","late"
"US",0.99,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",292739.829644959,"0-130","late"
"US",1,"B-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","highVac_pesImm",878932.099432316,"0-130","late"
"US",0,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",1679.27711081284,"0-130","aggregate"
"US",0.01,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",5902.43601182637,"0-130","aggregate"
"US",0.025,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",7928.4263805245,"0-130","aggregate"
"US",0.05,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",10220.8698013014,"0-130","aggregate"
"US",0.1,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",13468.0179441765,"0-130","aggregate"
"US",0.15,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",16375.4264389352,"0-130","aggregate"
"US",0.2,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",19233.2826482038,"0-130","aggregate"
"US",0.25,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",21877.2599496753,"0-130","aggregate"
"US",0.3,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",24650.9208404724,"0-130","aggregate"
"US",0.35,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",27462.6992838852,"0-130","aggregate"
"US",0.4,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",30587.7210806027,"0-130","aggregate"
"US",0.45,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",34065.3152185462,"0-130","aggregate"
"US",0.5,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",38003.1812639792,"0-130","aggregate"
"US",0.55,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",42131.5530600045,"0-130","aggregate"
"US",0.6,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",46875.3229549289,"0-130","aggregate"
"US",0.65,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",52853.0695314779,"0-130","aggregate"
"US",0.7,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",60212.2156246947,"0-130","aggregate"
"US",0.75,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",69487.5124884308,"0-130","aggregate"
"US",0.8,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",82034.1383408634,"0-130","aggregate"
"US",0.85,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",100202.782506854,"0-130","aggregate"
"US",0.9,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",127776.177563144,"0-130","aggregate"
"US",0.95,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",185020.657571645,"0-130","aggregate"
"US",0.975,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",256880.218968422,"0-130","aggregate"
"US",0.99,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",402827.175082725,"0-130","aggregate"
"US",1,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",2327153.75591857,"0-130","aggregate"
"US",0,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",2871.84767432135,"0-130","early"
"US",0.01,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",8119.6285839134,"0-130","early"
"US",0.025,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",11305.8465229786,"0-130","early"
"US",0.05,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",14719.2022054702,"0-130","early"
"US",0.1,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",19714.5925554651,"0-130","early"
"US",0.15,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",23990.153336462,"0-130","early"
"US",0.2,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",27677.4715221498,"0-130","early"
"US",0.25,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",31095.0071318758,"0-130","early"
"US",0.3,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",35004.4768480241,"0-130","early"
"US",0.35,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",38876.4332073082,"0-130","early"
"US",0.4,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",42960.1852935913,"0-130","early"
"US",0.45,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",46793.2517332849,"0-130","early"
"US",0.5,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",51901.9990995083,"0-130","early"
"US",0.55,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",57124.8173687046,"0-130","early"
"US",0.6,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",63811.5485781745,"0-130","early"
"US",0.65,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",71450.5001912383,"0-130","early"
"US",0.7,"C-2022-08-14","2022-08-14","peak size hosp",NA,"quantile","lowVac_optImm",81197.2595865148,"0-130","early"
