"","value","quantile","location","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","age_group"
"inc_hos_quantiles_ABCD_final.408",3187.67645319062,"0.75","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.409",3257.89886590346,"0.8","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.410",3292.866505689,"0.85","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.411",3375.37118564753,"0.9","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.412",3446.66018000233,"0.95","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.413",3509.57997790832,"0.975","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.414",3809.06119426931,"0.99","US","A-2022-11-13","2022-11-13","18 wk ahead inc hosp","2023-03-18","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.415",1707.51451286667,"0.01","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.416",1743.88316853913,"0.025","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.417",1801.4708908699,"0.05","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.418",1923.17166350618,"0.1","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.419",2016.21906289488,"0.15","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.420",2082.71178251953,"0.2","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.421",2116.82434524627,"0.25","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.422",2150.22860550944,"0.3","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.423",2182.2870934251,"0.35","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.424",2260.77725518235,"0.4","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.425",2306.76191413674,"0.45","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.426",2338.41162325524,"0.5","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.427",2369.24511309959,"0.55","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.428",2398.8129121775,"0.6","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.429",2422.44905459011,"0.65","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.430",2463.94433046126,"0.7","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.431",2522.75743427488,"0.75","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.432",2562.72201260293,"0.8","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.433",2598.74030750408,"0.85","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.434",2652.23337605797,"0.9","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.435",2724.49499055901,"0.95","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.436",2790.0546244045,"0.975","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.437",3022.92280316214,"0.99","US","A-2022-11-13","2022-11-13","19 wk ahead inc hosp","2023-03-25","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.438",1310.80821980611,"0.01","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.439",1345.62234728682,"0.025","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.440",1366.20832718868,"0.05","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.441",1484.19581239745,"0.1","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.442",1548.89112870766,"0.15","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.443",1600.96233606137,"0.2","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.444",1632.68572103052,"0.25","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.445",1664.19629550489,"0.3","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.446",1687.76685399133,"0.35","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.447",1737.07955199854,"0.4","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.448",1782.26162658087,"0.45","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.449",1819.47644215703,"0.5","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.450",1839.67029893105,"0.55","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.451",1847.17640042619,"0.6","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.452",1880.81121445411,"0.65","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.453",1925.84211781716,"0.7","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.454",1963.36461799613,"0.75","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.455",1992.02573783921,"0.8","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.456",2036.92240711883,"0.85","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.457",2074.1973274634,"0.9","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.458",2126.15805405854,"0.95","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.459",2189.54093078882,"0.975","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.460",2363.98901402196,"0.99","US","A-2022-11-13","2022-11-13","20 wk ahead inc hosp","2023-04-01","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.461",997.326624360785,"0.01","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.462",1014.6847451482,"0.025","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.463",1035.28695725873,"0.05","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.464",1134.30453399748,"0.1","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.465",1178.49872738111,"0.15","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.466",1215.25590759112,"0.2","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.467",1254.26086382857,"0.25","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.468",1272.50869280705,"0.3","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.469",1295.14054746945,"0.35","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.470",1324.14285760666,"0.4","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.471",1368.45367913386,"0.45","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.472",1395.01215041681,"0.5","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.473",1406.66788610838,"0.55","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.474",1422.82447168734,"0.6","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.475",1444.80382383302,"0.65","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.476",1494.82027764678,"0.7","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.477",1514.14439404206,"0.75","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.478",1533.19472135658,"0.8","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.479",1575.74908421993,"0.85","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.480",1605.90170104564,"0.9","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.481",1651.69336802492,"0.95","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.482",1714.98535458418,"0.975","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.483",1774.64871653481,"0.99","US","A-2022-11-13","2022-11-13","21 wk ahead inc hosp","2023-04-08","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.484",749.329417048308,"0.01","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.485",774.425852938912,"0.025","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.486",797.487428851593,"0.05","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.487",876.350409892323,"0.1","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.488",906.554211721729,"0.15","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.489",925.953796649731,"0.2","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.490",959.94665094047,"0.25","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.491",990.722159478816,"0.3","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.492",1002.55265285591,"0.35","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.493",1019.95651824665,"0.4","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.494",1052.8813072592,"0.45","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.495",1075.25650833736,"0.5","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.496",1086.24101254793,"0.55","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.497",1100.96573170058,"0.6","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.498",1119.99661574966,"0.65","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.499",1158.9938325208,"0.7","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.500",1175.89931253434,"0.75","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.501",1194.62457330585,"0.8","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.502",1242.06385900798,"0.85","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.503",1249.43052325047,"0.9","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.504",1304.22178678357,"0.95","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.505",1313.58958753623,"0.975","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.506",1416.99225731469,"0.99","US","A-2022-11-13","2022-11-13","12 wk ahead inc hosp","2023-04-15","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.507",593.230132668758,"0.01","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.508",621.977978074668,"0.025","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.509",648.7437824535,"0.05","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.510",709.829844904031,"0.1","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.511",729.445278174763,"0.15","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.512",742.89658988173,"0.2","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.513",768.179175659913,"0.25","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.514",803.489450256419,"0.3","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.515",814.629144373795,"0.35","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.516",825.769909648222,"0.4","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.517",846.835113096599,"0.45","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.518",860.849421665012,"0.5","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.519",879.696241103492,"0.55","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.520",889.384846431264,"0.6","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.521",911.875062538212,"0.65","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.522",934.185081705487,"0.7","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.523",953.758654251985,"0.75","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.524",967.746362139965,"0.8","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.525",999.262204526708,"0.85","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.526",1021.1821486871,"0.9","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.527",1048.57369662304,"0.95","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.528",1070.87458207604,"0.975","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.529",1151.78687550328,"0.99","US","A-2022-11-13","2022-11-13","23 wk ahead inc hosp","2023-04-22","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.530",465.303108450034,"0.01","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.531",496.459205241396,"0.025","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.532",520.530454911765,"0.05","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.533",565.012874061058,"0.1","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.534",580.721220569581,"0.15","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.535",592.814908848,"0.2","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.536",608.34615555184,"0.25","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.537",647.695791971758,"0.3","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.538",653.870850326926,"0.35","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.539",659.226697628993,"0.4","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.540",675.598275561389,"0.45","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.541",688.899811750112,"0.5","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.542",704.046731443702,"0.55","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.543",717.536073779929,"0.6","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.544",729.433502399125,"0.65","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.545",744.077118493197,"0.7","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.546",761.496150226969,"0.75","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.547",783.008468125264,"0.8","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.548",797.117261404866,"0.85","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.549",824.232621385432,"0.9","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.550",853.762510895427,"0.95","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.551",871.102762039184,"0.975","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.552",920.884656551715,"0.99","US","A-2022-11-13","2022-11-13","24 wk ahead inc hosp","2023-04-29","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.553",366.234759072214,"0.01","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.554",398.126688473582,"0.025","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.555",417.402866233106,"0.05","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.556",448.891391992493,"0.1","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.557",462.241602526406,"0.15","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.558",472.979245555821,"0.2","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.559",486.840034277661,"0.25","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.560",519.898586457857,"0.3","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.561",524.263440815837,"0.35","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.562",528.86645942077,"0.4","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.563",538.01921960036,"0.45","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
"inc_hos_quantiles_ABCD_final.564",556.24677406169,"0.5","US","A-2022-11-13","2022-11-13","25 wk ahead inc hosp","2023-05-06","quantile","highVac_optImm","0-130"
