scenario_id,scenario_name,model_projection_date,target,target_end_date,sample,location,value,age_group
A-2022-08-14,highVac_optImm,2022-08-14,6 wk ahead inc hosp,2022-09-24,5,US,27.02607985445778,0-130
A-2022-08-14,highVac_optImm,2022-08-14,7 wk ahead inc hosp,2022-10-01,5,US,156.69786782249082,0-130
A-2022-08-14,highVac_optImm,2022-08-14,8 wk ahead inc hosp,2022-10-08,5,US,192.10856206891756,0-130
A-2022-08-14,highVac_optImm,2022-08-14,9 wk ahead inc hosp,2022-10-15,5,US,320.9611924260322,0-130
A-2022-08-14,highVac_optImm,2022-08-14,10 wk ahead inc hosp,2022-10-22,5,US,304.61884174740584,0-130
A-2022-08-14,highVac_optImm,2022-08-14,11 wk ahead inc hosp,2022-10-29,5,US,347.2780240139767,0-130
A-2022-08-14,highVac_optImm,2022-08-14,12 wk ahead inc hosp,2022-11-05,5,US,380.8503878432437,0-130
A-2022-08-14,highVac_optImm,2022-08-14,13 wk ahead inc hosp,2022-11-12,5,US,657.0268742099701,0-130
A-2022-08-14,highVac_optImm,2022-08-14,14 wk ahead inc hosp,2022-11-19,5,US,937.0620617473865,0-130
A-2022-08-14,highVac_optImm,2022-08-14,15 wk ahead inc hosp,2022-11-26,5,US,1449.1927682259784,0-130
A-2022-08-14,highVac_optImm,2022-08-14,16 wk ahead inc hosp,2022-12-03,5,US,2436.9467919469384,0-130
A-2022-08-14,highVac_optImm,2022-08-14,17 wk ahead inc hosp,2022-12-10,5,US,5072.028998182387,0-130
A-2022-08-14,highVac_optImm,2022-08-14,18 wk ahead inc hosp,2022-12-17,5,US,17843.179429196698,0-130
A-2022-08-14,highVac_optImm,2022-08-14,19 wk ahead inc hosp,2022-12-24,5,US,4637.686239206547,0-130
A-2022-08-14,highVac_optImm,2022-08-14,20 wk ahead inc hosp,2022-12-31,5,US,10612.067958351068,0-130
A-2022-08-14,highVac_optImm,2022-08-14,21 wk ahead inc hosp,2023-01-07,5,US,10167.955326608822,0-130
A-2022-08-14,highVac_optImm,2022-08-14,22 wk ahead inc hosp,2023-01-14,5,US,9206.333184496865,0-130
A-2022-08-14,highVac_optImm,2022-08-14,23 wk ahead inc hosp,2023-01-21,5,US,13130.155666096538,0-130
A-2022-08-14,highVac_optImm,2022-08-14,24 wk ahead inc hosp,2023-01-28,5,US,9823.926601091043,0-130
A-2022-08-14,highVac_optImm,2022-08-14,25 wk ahead inc hosp,2023-02-04,5,US,8412.899033376705,0-130
A-2022-08-14,highVac_optImm,2022-08-14,26 wk ahead inc hosp,2023-02-11,5,US,7252.946205512896,0-130
A-2022-08-14,highVac_optImm,2022-08-14,27 wk ahead inc hosp,2023-02-18,5,US,36005.54286961284,0-130
A-2022-08-14,highVac_optImm,2022-08-14,28 wk ahead inc hosp,2023-02-25,5,US,13853.489433484834,0-130
A-2022-08-14,highVac_optImm,2022-08-14,29 wk ahead inc hosp,2023-03-04,5,US,6518.580964952671,0-130
A-2022-08-14,highVac_optImm,2022-08-14,30 wk ahead inc hosp,2023-03-11,5,US,11569.313515583834,0-130
A-2022-08-14,highVac_optImm,2022-08-14,31 wk ahead inc hosp,2023-03-18,5,US,7027.472557474727,0-130
A-2022-08-14,highVac_optImm,2022-08-14,32 wk ahead inc hosp,2023-03-25,5,US,5996.527711897318,0-130
A-2022-08-14,highVac_optImm,2022-08-14,33 wk ahead inc hosp,2023-04-01,5,US,22784.59299899201,0-130
A-2022-08-14,highVac_optImm,2022-08-14,34 wk ahead inc hosp,2023-04-08,5,US,7334.396977298971,0-130
A-2022-08-14,highVac_optImm,2022-08-14,35 wk ahead inc hosp,2023-04-15,5,US,4369.792618563948,0-130
A-2022-08-14,highVac_optImm,2022-08-14,36 wk ahead inc hosp,2023-04-22,5,US,2804.6367093339254,0-130
A-2022-08-14,highVac_optImm,2022-08-14,37 wk ahead inc hosp,2023-04-29,5,US,292.53474724163,0-130
A-2022-08-14,highVac_optImm,2022-08-14,38 wk ahead inc hosp,2023-05-06,5,US,203.61430849219116,0-130
A-2022-08-14,highVac_optImm,2022-08-14,39 wk ahead inc hosp,2023-05-13,5,US,121.16512274702914,0-130
A-2022-08-14,highVac_optImm,2022-08-14,40 wk ahead inc hosp,2023-05-20,5,US,174.56437871066305,0-130
A-2022-08-14,highVac_optImm,2022-08-14,41 wk ahead inc hosp,2023-05-27,5,US,79.22783749720408,0-130
A-2022-08-14,highVac_optImm,2022-08-14,42 wk ahead inc hosp,2023-06-03,5,US,5.023681455535151,0-130
A-2022-08-14,highVac_optImm,2022-08-14,1 wk ahead inc hosp,2022-08-20,6,US,0.18760911753899617,0-130
A-2022-08-14,highVac_optImm,2022-08-14,2 wk ahead inc hosp,2022-08-27,6,US,0.22490822556190485,0-130
A-2022-08-14,highVac_optImm,2022-08-14,3 wk ahead inc hosp,2022-09-03,6,US,0.1606997739059282,0-130
A-2022-08-14,highVac_optImm,2022-08-14,4 wk ahead inc hosp,2022-09-10,6,US,0.28677017253289927,0-130
A-2022-08-14,highVac_optImm,2022-08-14,5 wk ahead inc hosp,2022-09-17,6,US,1.979489864271923,0-130
A-2022-08-14,highVac_optImm,2022-08-14,6 wk ahead inc hosp,2022-09-24,6,US,20.588875137980896,0-130
A-2022-08-14,highVac_optImm,2022-08-14,7 wk ahead inc hosp,2022-10-01,6,US,44.119333143722955,0-130
A-2022-08-14,highVac_optImm,2022-08-14,8 wk ahead inc hosp,2022-10-08,6,US,170.62925059641677,0-130
A-2022-08-14,highVac_optImm,2022-08-14,9 wk ahead inc hosp,2022-10-15,6,US,159.13109290743944,0-130
A-2022-08-14,highVac_optImm,2022-08-14,10 wk ahead inc hosp,2022-10-22,6,US,129.9681134102478,0-130
A-2022-08-14,highVac_optImm,2022-08-14,11 wk ahead inc hosp,2022-10-29,6,US,206.83530282184574,0-130
A-2022-08-14,highVac_optImm,2022-08-14,12 wk ahead inc hosp,2022-11-05,6,US,231.25262286672586,0-130
A-2022-08-14,highVac_optImm,2022-08-14,13 wk ahead inc hosp,2022-11-12,6,US,418.2985147821827,0-130
A-2022-08-14,highVac_optImm,2022-08-14,14 wk ahead inc hosp,2022-11-19,6,US,689.8514623602649,0-130
A-2022-08-14,highVac_optImm,2022-08-14,15 wk ahead inc hosp,2022-11-26,6,US,1032.0111704593444,0-130
A-2022-08-14,highVac_optImm,2022-08-14,16 wk ahead inc hosp,2022-12-03,6,US,1550.7085131449244,0-130
A-2022-08-14,highVac_optImm,2022-08-14,17 wk ahead inc hosp,2022-12-10,6,US,1286.403258263466,0-130
A-2022-08-14,highVac_optImm,2022-08-14,18 wk ahead inc hosp,2022-12-17,6,US,1764.8608703544023,0-130
A-2022-08-14,highVac_optImm,2022-08-14,19 wk ahead inc hosp,2022-12-24,6,US,4081.9415315819106,0-130
