model_projection_date,target,location,target_end_date,type,quantile,value,scenario_name,scenario_id,age_group
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.8,3596.6,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.85,3674.05,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.9,3914.7000000000003,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.95,4223.75,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.975,4349.125,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.99,4678.870000000003,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.01,1687.86,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.025,1773.975,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.05,1852.9,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.1,1981.3999999999999,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.15,2127.7,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.2,2237.4,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.25,2287.5,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.3,2374.6000000000004,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.35,2461.25,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.4,2535.3999999999996,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.45,2595.05,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.5,2643.5,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.55,2664,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.6,2705.6000000000004,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.65,2791.7000000000003,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.7,2850.3,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.75,2964,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.8,3010,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.85,3143.1499999999996,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.9,3283.600000000001,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.95,3596.5499999999997,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.975,3862.625,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.99,3916.1100000000006,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.01,964.32,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.025,1043.375,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.05,1155.2,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.1,1206.2,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.15,1425.4,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.2,1505.1999999999998,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.25,1662,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.3,1753.1,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.35,1847.5500000000002,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.4,1951.6,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.45,2032.75,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.5,2169,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.55,2339.2,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.6,2426.6,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.65,2578.65,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.7,2714.2000000000003,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.75,2838,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.8,2893.6000000000004,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.85,3060.3500000000004,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.9,3243.600000000001,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.95,3580.1,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.975,3605.5249999999996,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,quantile,0.99,3752.6000000000113,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,point,NA,2561,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,point,NA,2980,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,point,NA,2643.5,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead cum hosp,18,2022-12-10,point,NA,2169,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.01,568.76,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.025,581.075,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.05,591.9,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.1,601.5999999999999,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.15,620.7,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.2,636.6,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.25,648.75,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.3,663.0999999999999,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.35,670.3000000000001,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.4,691.4,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.45,703.55,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.5,716,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.55,725.35,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.6,736.6,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.65,756.4000000000001,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.7,769,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.75,774.5,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.8,790.8,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.85,824.45,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.9,887.6000000000001,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.95,1162.6499999999999,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.975,1207.15,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.99,1253.16,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.01,622.91,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.025,633.9000000000001,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.05,660,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.1,683.5,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.15,699.1,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.2,739.4000000000001,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.25,752.5,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.3,771.9000000000001,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.35,797.9000000000001,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.4,829.2,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.45,861.5,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.5,911,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.55,945.15,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.6,974.2,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.65,1016.1000000000001,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.7,1044.3000000000002,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.75,1150.75,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.8,1195.8,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.85,1237.3,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.9,1275.9,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.95,1321.1999999999998,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.975,1349.5499999999997,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.99,1361.6300000000003,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.01,533.98,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.025,553.4749999999999,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.05,576.1,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.1,589,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.15,607.25,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.2,621.6,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.25,631.75,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.3,646.5,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.35,655,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.4,665.6,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.45,678,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.5,694,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.55,718.9,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.6,724.8,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.65,744.0500000000001,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.7,758.1000000000001,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.75,773.0000000000002,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.8,805.8,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.85,830.2,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.9,911.3000000000001,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.95,988.5500000000001,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.975,1133.5499999999988,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.99,1321.02,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.01,388.65000000000003,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.025,428.225,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.05,458.84999999999997,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.1,491.9,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.15,541.8,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.2,594.6,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.25,643,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.3,677.7,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.35,708.1500000000001,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.4,726.2,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.45,747.55,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.5,766.5,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.55,795.45,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.6,814.4000000000001,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.65,858.1,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.7,941.3000000000001,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.75,959.5,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.8,980.6,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.85,1001.45,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.9,1017.3,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.95,1169.35,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.975,1218.5,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,quantile,0.99,1293.6500000000024,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,point,NA,716,highVE_optImm,A-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,point,NA,911,highVE_pesImm,B-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,point,NA,694,lowVE_optImm,C-2022-12-04,0-130
2022-12-04,1 wk ahead inc hosp,18,2022-12-10,point,NA,766.5,lowVE_pesImm,D-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.01,5026.83,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.025,5111.225,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.05,5155.049999999999,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.1,5217,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.15,5422.549999999999,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.2,5511.6,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.25,5550.5,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.3,5897.5999999999995,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.35,5945.5,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.4,6094.8,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.45,6159.6,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.5,6210.5,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.55,6897.9,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.6,6941.4,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.65,7432.600000000008,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.7,8198.900000000001,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.75,8521.5,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.8,8984.400000000005,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.85,10674.2,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.9,10753.6,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.95,10838.25,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.975,17824.649999999998,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.99,19424.680000000004,highVE_optImm,A-2022-12-04,0-130
2022-12-04,10 wk ahead cum hosp,18,2023-02-11,quantile,0.01,5709.469999999999,highVE_pesImm,B-2022-12-04,0-130
