location,quantile,scenario_id,model_projection_date,target,target_end_date,type,scenario_name,value,age_group
42,0.010,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.025,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.050,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.100,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.150,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.200,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.250,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.300,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.350,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.400,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.450,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.500,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.550,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.600,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.650,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.700,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.750,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.800,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.850,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.900,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.950,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.975,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.990,A-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_optImm,0.0,0-130
42,0.010,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.025,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.050,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.100,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.150,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.200,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.250,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.300,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.350,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.400,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.450,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.500,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.550,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.600,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.650,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.700,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.750,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.800,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.850,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.900,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.950,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.975,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.990,B-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,highVE_pesImm,0.0,0-130
42,0.010,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.025,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.050,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.100,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.150,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.200,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.250,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.300,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.350,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.400,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.450,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.500,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.550,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.600,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.650,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.700,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.750,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.800,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.850,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.900,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.950,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.975,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.990,C-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_optImm,0.0,0-130
42,0.010,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.025,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.050,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.100,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.150,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.200,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.250,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.300,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.350,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.400,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.450,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.500,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.550,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.600,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.650,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.700,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.750,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.800,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.850,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.900,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.950,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.975,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.990,D-2022-11-13,2022-11-13,1 wk ahead cum hosp,2022-11-19,quantile,lowVE_pesImm,0.0,0-130
42,0.010,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,15.95,0-130
42,0.025,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,17.375,0-130
42,0.050,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,19.75,0-130
42,0.100,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,20.0,0-130
42,0.150,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,21.7,0-130
42,0.200,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,22.0,0-130
42,0.250,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,22.0,0-130
42,0.300,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,22.7,0-130
42,0.350,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,23.65,0-130
42,0.400,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,24.0,0-130
42,0.450,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,24.55,0-130
42,0.500,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,25.0,0-130
42,0.550,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,25.450000000000003,0-130
42,0.600,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,26.0,0-130
42,0.650,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,26.0,0-130
42,0.700,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,26.0,0-130
42,0.750,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,26.25,0-130
42,0.800,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,27.6,0-130
42,0.850,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,30.449999999999996,0-130
42,0.900,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,33.1,0-130
42,0.950,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,34.150000000000006,0-130
42,0.975,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,35.574999999999996,0-130
42,0.990,A-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_optImm,36.42999999999999,0-130
42,0.010,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,17.95,0-130
42,0.025,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,19.375,0-130
42,0.050,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,21.75,0-130
42,0.100,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,24.7,0-130
42,0.150,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,25.0,0-130
42,0.200,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,25.0,0-130
42,0.250,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,25.75,0-130
42,0.300,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,26.0,0-130
42,0.350,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,26.0,0-130
42,0.400,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,27.200000000000003,0-130
42,0.450,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,28.0,0-130
42,0.500,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,29.5,0-130
42,0.550,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,31.0,0-130
42,0.600,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,31.8,0-130
42,0.650,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,33.0,0-130
42,0.700,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,33.0,0-130
42,0.750,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,33.5,0-130
42,0.800,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,35.6,0-130
42,0.850,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,38.15,0-130
42,0.900,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,39.0,0-130
42,0.950,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,39.300000000000004,0-130
42,0.975,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,42.14999999999999,0-130
42,0.990,B-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,highVE_pesImm,43.85999999999999,0-130
42,0.010,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,34.95,0-130
42,0.025,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,36.375,0-130
42,0.050,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,38.75,0-130
42,0.100,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,39.9,0-130
42,0.150,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,40.0,0-130
42,0.200,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,40.8,0-130
42,0.250,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,41.0,0-130
42,0.300,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,45.9,0-130
42,0.350,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,48.65,0-130
42,0.400,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,49.6,0-130
42,0.450,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,50.0,0-130
42,0.500,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,50.5,0-130
42,0.550,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,51.45,0-130
42,0.600,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,52.0,0-130
42,0.650,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,52.0,0-130
42,0.700,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,52.0,0-130
42,0.750,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,52.75,0-130
42,0.800,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,55.6,0-130
42,0.850,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,58.3,0-130
42,0.900,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,60.2,0-130
42,0.950,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,62.1,0-130
42,0.975,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,63.05,0-130
42,0.990,C-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_optImm,63.62,0-130
42,0.010,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,37.95,0-130
42,0.025,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,39.375,0-130
42,0.050,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,41.75,0-130
42,0.100,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,46.5,0-130
42,0.150,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,47.85,0-130
42,0.200,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,52.0,0-130
42,0.250,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,53.75,0-130
42,0.300,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,56.1,0-130
42,0.350,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,57.65,0-130
42,0.400,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,59.800000000000004,0-130
42,0.450,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,61.55,0-130
42,0.500,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,63.0,0-130
42,0.550,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,64.45,0-130
42,0.600,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,66.6,0-130
42,0.650,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,69.35,0-130
42,0.700,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,70.3,0-130
42,0.750,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,71.0,0-130
42,0.800,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,71.0,0-130
42,0.850,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,71.15,0-130
42,0.900,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,72.0,0-130
42,0.950,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,72.0,0-130
42,0.975,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,72.0,0-130
42,0.990,D-2022-11-13,2022-11-13,2 wk ahead cum hosp,2022-11-26,quantile,lowVE_pesImm,72.0,0-130
42,0.010,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,42.71,0-130
42,0.025,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,45.275,0-130
42,0.050,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,49.55,0-130
42,0.100,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,51.8,0-130
42,0.150,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,52.0,0-130
42,0.200,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,52.0,0-130
42,0.250,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,53.5,0-130
42,0.300,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,55.4,0-130
42,0.350,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,56.65,0-130
42,0.400,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,58.2,0-130
42,0.450,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,59.0,0-130
42,0.500,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,60.5,0-130
42,0.550,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,62.0,0-130
42,0.600,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,62.0,0-130
42,0.650,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,62.0,0-130
42,0.700,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,62.3,0-130
42,0.750,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,63.0,0-130
42,0.800,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,64.60000000000001,0-130
42,0.850,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,71.6,0-130
42,0.900,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,75.2,0-130
42,0.950,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,77.45,0-130
42,0.975,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,81.725,0-130
42,0.990,A-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_optImm,84.28999999999999,0-130
42,0.010,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,57.38,0-130
42,0.025,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,57.95,0-130
42,0.050,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,58.9,0-130
42,0.100,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,62.6,0-130
42,0.150,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,64.7,0-130
42,0.200,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,65.8,0-130
42,0.250,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,66.0,0-130
42,0.300,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,68.1,0-130
42,0.350,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,69.65,0-130
42,0.400,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,70.0,0-130
42,0.450,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,70.0,0-130
42,0.500,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,73.5,0-130
42,0.550,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,77.0,0-130
42,0.600,B-2022-11-13,2022-11-13,3 wk ahead cum hosp,2022-12-03,quantile,highVE_pesImm,77.4,0-130
