"sample","value","target_end_date","scenario_name","location","target","age_group","scenario_id","model_projection_date"
18,10022.819224964,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
19,10061.9577031812,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
20,9698.77854156679,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
21,9168.79652299188,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
22,10318.5015525698,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
23,9634.32645126095,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
24,9666.53032917955,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
25,10374.2221061443,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
26,9114.84963698286,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
27,9795.40776540927,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
28,9269.85546351969,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
29,9787.86741168855,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
30,9374.75805498086,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
31,9307.36388388074,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
32,9612.02582491047,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
33,9823.77197840443,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
34,9700.42775306589,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
35,9450.76649540308,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
36,9595.71682777274,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
37,8865.88679671625,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
38,9652.50736935783,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
39,9676.23901753302,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
40,9671.5517874033,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
41,10333.6715465645,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
42,10407.0856765469,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
43,9731.46224004313,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
44,9831.97054761776,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
45,10339.1408049075,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
46,10083.2684502804,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
47,9795.58874375218,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
48,9786.08283218331,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
49,9619.01898873902,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
50,10114.1923260533,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
51,9114.51707288066,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
52,9902.91094794368,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
53,10535.1129893092,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
54,10027.808355429,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
55,9254.40077328905,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
56,9978.22831276091,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
57,10299.2105560047,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
58,9910.11407575365,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
59,10492.8643461792,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
60,10586.3336831193,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
61,8424.3077850187,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
62,9989.8604583063,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
63,9910.73177383559,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
64,9736.66102985356,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
65,9480.83150890156,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
66,9812.57872137157,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
67,9299.33324032154,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
68,10137.992812593,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
69,9925.26342613496,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
70,9673.79442031782,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
71,9492.02696842146,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
72,9412.62574584658,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
73,9438.11141648968,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
74,10156.4127605271,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
75,10635.6327134921,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
76,9333.35000923963,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
77,9674.70321798793,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
78,10138.230802367,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
79,10438.3504548675,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
80,9692.31971158563,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
81,10579.8471893074,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
82,9608.54363207104,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
83,9446.47076082952,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
84,10227.0826348793,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
85,10290.9915912047,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
86,9828.76246898214,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
87,9642.91136668377,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
88,8740.00763020388,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
89,10019.4508866709,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
90,10976.7873416481,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
91,9697.41073178838,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
92,10251.5878980662,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
93,9730.58986054578,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
94,9198.76171534883,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
95,9908.68854283979,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
96,9550.49529075099,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
97,9505.93825392194,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
98,10114.9412945506,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
99,9789.89852246773,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
100,10616.1651642468,"2022-12-03","lowVE_optImm","US","3 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
1,11961.2608907466,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
2,11727.6302926906,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
3,12417.5752574031,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
4,11106.266869661,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
5,11420.5448015885,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
6,11242.8531901585,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
7,10800.729382802,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
8,12042.9472804383,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
9,11988.4944216611,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
10,11419.0370620025,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
11,11529.597224645,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
12,10436.2791125843,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
13,11497.5840703369,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
14,12089.8554137393,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
15,11559.3400514176,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
16,11338.9569162996,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
17,12032.6092067462,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
18,11826.6128719075,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
19,11708.101242035,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
20,11448.6954245477,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
21,10966.3104131216,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
22,12237.1048234914,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
23,11354.4892528533,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
24,11446.82724311,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
25,12180.048004716,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
26,11007.6188505488,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
27,11515.5476054715,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
28,11032.0429845722,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
29,11460.0815321671,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
30,11175.399879941,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
31,11107.7848366304,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
32,11483.3933578035,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
33,11628.9611939469,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
34,11489.5147630307,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
35,11224.6494528078,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
36,11475.1939399001,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
37,10560.6150132557,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
38,11451.3602269497,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
39,11487.2080902743,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
40,11525.3197853705,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
41,12035.8535009793,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
42,12135.0287939619,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
43,11590.2190584112,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
44,11571.039197711,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
45,12180.0267578189,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
46,11843.662227563,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
47,11548.9147176804,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
48,11519.3565826638,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
49,11316.152972479,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
50,11873.5706569628,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
51,10999.2902454484,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
52,11622.5201153988,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
53,12219.5030443701,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
54,11736.3210587912,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
55,11086.5801215373,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
56,11703.4301316596,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
57,11828.6030683028,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
58,11640.329661081,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
59,12251.5949651664,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
60,12232.4258474746,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
61,10268.9804445301,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
62,11737.3291824738,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
63,11695.0360775326,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
64,11554.3432507121,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
65,11249.3498984285,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
66,11615.1061850975,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
67,11100.1109085152,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
68,11860.2093964158,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
69,11584.3252828316,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
70,11511.8926931005,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
71,11271.6527907194,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
72,11214.6099035714,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
73,11278.6610242986,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
74,11877.5761850307,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
75,12439.6427532072,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
76,10960.9573193211,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
77,11289.5286808375,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
78,11850.679654921,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
79,12128.1689983709,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
80,11547.9290676969,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
81,12175.0658575529,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
82,11416.7133602012,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
83,11224.33601832,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
84,11916.5980310805,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
85,11903.6119278366,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
86,11559.2009897563,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
87,11469.9460846953,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
88,10500.7129356073,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
89,11704.2532255616,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
90,12679.2155797593,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
91,11480.1000348514,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
92,11984.8208818114,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
93,11530.37106698,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
94,10949.0450024163,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
95,11736.5052557981,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
96,11398.7510914611,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
97,11315.3265295817,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
98,11798.6299923472,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
99,11536.1012216095,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
100,12266.0473397427,"2022-12-10","lowVE_optImm","US","4 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
1,13331.3283624104,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
2,13116.1665026937,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
3,13749.5024262766,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
4,12631.1469910846,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
5,12988.4426474014,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
6,12842.0858913901,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
7,12426.1194260882,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
8,13409.6227078262,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
9,13382.061213556,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
10,12941.3548128946,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
11,13094.7515187232,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
12,12187.1566060507,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
13,13043.7352350609,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
14,13259.0800185889,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
15,13127.7263044595,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
16,12871.2393731812,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
17,13490.7550852461,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
18,13345.0980769971,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
19,13046.2187187257,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
20,12950.0580307399,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
21,12587.3856819367,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
22,13847.1087873967,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
23,12787.8852414075,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
24,12942.7641093915,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
25,13657.4437590059,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
26,12684.5899291158,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
27,12949.6085450843,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
28,12595.2000046724,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
29,12842.9570715989,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
30,12750.2884498235,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
31,12680.8592663295,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
32,13101.0173702945,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
33,13137.2972746544,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
34,13022.4125323143,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
35,12795.1339065532,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
36,13114.6125987834,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
37,12103.3954620301,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
38,12994.4307068303,"2022-12-17","lowVE_optImm","US","5 wk ahead inc hosp","0-130","C-2022-11-13","2022-11-13"
