"sample","value","target_end_date","scenario_name","location","target","age_group","scenario_id","model_projection_date"
90,11741.0478369416,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
91,11472.4112628043,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
92,11548.5050130789,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
93,11673.3252273974,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
94,11854.712893731,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
95,11485.3880124297,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
96,11314.6845206308,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
97,11745.0617713747,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
98,11516.5534227957,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
99,11791.6274072266,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
100,11618.1266984231,"2022-12-24","highVE_optImm","US","6 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
1,12684.8185789652,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
2,12249.3434521798,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
3,12554.7196937923,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
4,12354.5776821823,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
5,12694.4452287,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
6,11919.5264820227,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
7,12399.2111884147,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
8,12227.8608667066,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
9,12662.5343393217,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
10,12416.8732855064,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
11,12206.3566146018,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
12,12361.7295870555,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
13,12205.8661479273,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
14,12555.29667601,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
15,12496.5152128311,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
16,12336.7590761722,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
17,12316.4002221772,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
18,12250.8336276661,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
19,12004.3987956775,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
20,12691.0783657416,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
21,12540.3305128255,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
22,12408.0953645811,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
23,12318.5969752813,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
24,12204.3345222763,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
25,12056.7364134308,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
26,12010.1165602743,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
27,12715.8200574016,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
28,12809.8031776136,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
29,12627.2047805968,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
30,12519.4911276405,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
31,12087.6157324876,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
32,12384.9708488695,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
33,12388.1397298807,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
34,12377.8142094244,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
35,12381.3270156263,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
36,12537.7504153699,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
37,12321.8990444336,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
38,11884.9935305331,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
39,12586.1208334941,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
40,12201.049673367,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
41,11895.0201007336,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
42,12627.3921554143,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
43,12512.4072340167,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
44,12322.0165376629,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
45,12310.3027284297,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
46,12428.9281999086,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
47,12234.4782038254,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
48,12496.6679309307,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
49,12551.5036176496,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
50,12082.1017440063,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
51,12153.3575859933,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
52,12416.2217350042,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
53,12458.8546505395,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
54,12148.5820693256,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
55,12364.1744388677,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
56,12551.3765911498,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
57,12179.5420678228,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
58,12273.1155961415,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
59,12439.9387231409,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
60,12551.5831315934,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
61,12548.3904315019,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
62,12544.2765718188,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
63,12340.4386041925,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
64,12605.2893204207,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
65,12240.706263143,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
66,12182.0798136632,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
67,12284.1404483116,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
68,12429.2266651929,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
69,12224.4782988854,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
70,12454.5907746632,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
71,12237.1758304035,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
72,12269.3759311124,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
73,11731.1431816746,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
74,12562.2285050607,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
75,12665.84444322,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
76,12366.8304524338,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
77,12400.7168941621,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
78,12525.0575419235,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
79,12320.7176890606,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
80,12497.0043778048,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
81,12278.4414924557,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
82,11923.8537107756,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
83,12512.5185218577,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
84,12605.6012074836,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
85,12470.4070587412,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
86,12559.4781756785,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
87,12754.2325388712,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
88,12336.7996549196,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
89,12551.2591156499,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
90,12446.5933784121,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
91,12108.722761401,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
92,12662.5251454148,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
93,12038.7493980328,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
94,12464.3859033849,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
95,12266.7306285586,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
96,12426.0958124226,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
97,12317.3644384644,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
98,12437.0724600088,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
99,12437.25837978,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
100,12408.6463714951,"2022-12-31","highVE_optImm","US","7 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
1,13110.9040853646,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
2,12628.5960653735,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
3,12988.5218717027,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
4,12588.4143217357,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
5,12882.6865739766,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
6,12231.7490399345,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
7,12504.860004082,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
8,12565.0139652058,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
9,13066.5456875188,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
10,12748.9638977061,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
11,12451.8247219287,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
12,12536.4670201569,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
13,12406.9301239466,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
14,12923.61106399,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
15,12766.4276753887,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
16,12551.1292694312,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
17,12426.6898084818,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
18,12540.6592210132,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
19,12105.1204808288,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
20,13051.9485917386,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
21,13102.4662676812,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
22,12781.8167663649,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
23,12602.8239974532,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
24,12356.2869600618,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
25,12112.0427429244,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
26,12306.3351914438,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
27,13308.898478559,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
28,13042.1749898411,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
29,12815.3252977136,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
30,13503.3671060631,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
31,12291.9449336584,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
32,12737.3313835436,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
33,12709.9854852922,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
34,12810.510333822,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
35,12965.0303247997,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
36,12991.9463154311,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
37,12542.5343194177,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
38,11989.635505372,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
39,12897.2614913597,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
40,12459.4124345672,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
41,11887.4120102227,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
42,12939.1688833517,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
43,13032.6945030367,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
44,12621.0548981987,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
45,12553.9778571652,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
46,12616.130648821,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
47,12366.0157808621,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
48,12709.274114026,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
49,12796.5893211465,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
50,12188.3755494834,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
51,12529.9547577894,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
52,12890.7563461136,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
53,13014.3239014997,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
54,12401.4201963088,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
55,12726.5269864688,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
56,12977.0065298155,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
57,12374.0843221208,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
58,12656.4070019306,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
59,12967.0113225002,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
60,12883.3918299639,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
61,13211.8125346591,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
62,12857.3608114534,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
63,12578.8834645319,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
64,13000.463161194,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
65,12508.0450443715,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
66,12346.1686295581,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
67,12618.4428646022,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
68,12803.679566721,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
69,12336.8166483151,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
70,12751.5099235392,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
71,12546.9790944212,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
72,12466.8699238693,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
73,11734.1762558116,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
74,12900.2009669045,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
75,13158.25797821,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
76,12871.4323894501,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
77,12807.8171668001,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
78,13027.8393594681,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
79,12558.4927863293,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
80,13039.0621145001,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
81,12623.0315720107,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
82,11979.2350546445,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
83,12984.2032369287,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
84,13045.3282228887,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
85,12980.0448030482,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
86,13020.8523455076,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
87,13060.7332066454,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
88,12687.8100053005,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
89,12786.5883541568,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
90,12724.1762852386,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
91,12335.085749049,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
92,13235.4988807714,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
93,12001.7723151218,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
94,12607.1505302614,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
95,12594.8426121161,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
96,13048.910723649,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
97,12463.3126915432,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
98,12868.672465894,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
99,12609.832024135,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
100,12722.0803588944,"2023-01-07","highVE_optImm","US","8 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
1,13066.7487711146,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
2,12560.2969456582,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
3,12934.5984611318,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
4,12372.3140798851,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
5,12596.1992299486,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
6,12153.4332309358,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
7,12150.9920001077,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
8,12463.53704587,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
9,12976.8112683384,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
10,12626.4408749926,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
11,12287.0438003907,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
12,12271.9327376209,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
13,12189.3480188803,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
14,12820.5428981318,"2023-01-14","highVE_optImm","US","9 wk ahead inc hosp","0-130","A-2022-11-13","2022-11-13"
