"value","quantile","location","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","age_group"
13805.6927223396,"0.01","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
13887.2612514139,"0.025","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14049.7657567159,"0.05","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14293.3502570669,"0.1","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14421.9075546299,"0.15","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14486.5351117361,"0.2","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14565.1876348336,"0.25","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14619.6722368539,"0.3","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14771.8623323565,"0.35","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14845.7428191318,"0.4","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14875.6298722669,"0.45","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
14986.0782573888,"0.5","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15114.2231956701,"0.55","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15168.7204560291,"0.6","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15189.6737052011,"0.65","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15298.8425770417,"0.7","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15402.5668054296,"0.75","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15459.689916229,"0.8","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15563.5322436389,"0.85","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15680.2844545751,"0.9","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
15772.5541734922,"0.95","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
16091.7470085171,"0.975","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
16413.2690426708,"0.99","US","A-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_optImm","0-130"
23278.8534821486,"0.01","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
23542.6559343364,"0.025","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
23890.2930236789,"0.05","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24181.2396315432,"0.1","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24300.6186971392,"0.15","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24458.8612418265,"0.2","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24558.9057078954,"0.25","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24773.2872294089,"0.3","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
24977.9028698626,"0.35","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25111.3090813076,"0.4","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25193.4423900018,"0.45","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25342.037901667,"0.5","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25491.9992377561,"0.55","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25683.7825070872,"0.6","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25754.4946274813,"0.65","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
25861.0684237785,"0.7","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
26012.5356544856,"0.75","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
26108.7540739252,"0.8","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
26362.2842730364,"0.85","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
26680.6474303783,"0.9","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
27224.6808195695,"0.95","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
27671.4684270003,"0.975","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
27930.0846100924,"0.99","US","B-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","highVE_pesImm","0-130"
16860.1892054865,"0.01","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
16912.8591367362,"0.025","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17087.1245594146,"0.05","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17344.022315235,"0.1","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17597.4218665922,"0.15","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17780.9247315089,"0.2","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17861.6262857175,"0.25","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
17966.3416238615,"0.3","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18069.0299484809,"0.35","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18259.1570464314,"0.4","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18365.9267182452,"0.45","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18552.114253739,"0.5","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18707.9217799379,"0.55","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18894.3580243528,"0.6","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
18972.1403422826,"0.65","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19101.5492310814,"0.7","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19261.9143061005,"0.75","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19343.6419251483,"0.8","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19501.0666006018,"0.85","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19580.57555315,"0.9","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19704.1941934928,"0.95","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
19809.6033385023,"0.975","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
20271.1850641453,"0.99","US","C-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_optImm","0-130"
28545.1205089271,"0.01","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
28822.6696291391,"0.025","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
29113.7235876839,"0.05","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
29342.0686359204,"0.1","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
29690.8739503704,"0.15","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
29966.9871318245,"0.2","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30148.6390850132,"0.25","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30318.9612104129,"0.3","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30487.6773817256,"0.35","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30712.9643032715,"0.4","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30840.9612604936,"0.45","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
30987.695341522,"0.5","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
31095.4380084252,"0.55","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
31228.6573905957,"0.6","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
31664.2593595929,"0.65","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
31962.2214582381,"0.7","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
32178.3722126917,"0.75","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
32354.1492994638,"0.8","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
32562.0112716524,"0.85","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
32932.6141230669,"0.9","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
33405.7702978436,"0.95","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
33987.4066876841,"0.975","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
35042.1327447133,"0.99","US","D-2022-11-13","2022-11-13","peak size hosp",NA,"quantile","lowVE_pesImm","0-130"
4913.80426495103,"0.01","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5083.00576111334,"0.025","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5248.22723798504,"0.05","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5473.76951834465,"0.1","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5544.34148394756,"0.15","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5597.2575319522,"0.2","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5687.25942137892,"0.25","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5762.99622371417,"0.3","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5817.19308814536,"0.35","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5853.33814230871,"0.4","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
5936.10074439189,"0.45","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6004.13225236708,"0.5","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6127.47533430362,"0.55","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6180.30466243108,"0.6","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6225.18081937134,"0.65","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6274.98149213276,"0.7","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6350.78167694571,"0.75","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6404.61439711995,"0.8","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6461.06057096176,"0.85","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6539.74405268986,"0.9","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6635.94042724345,"0.95","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6765.49165867914,"0.975","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
6910.35071135856,"0.99","US","A-2022-11-13","2022-11-13","1 wk ahead cum hosp","2022-11-19","quantile","highVE_optImm","0-130"
11248.8675144054,"0.01","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
