"value","quantile","location","scenario_id","model_projection_date","target","target_end_date","type","scenario_name","age_group"
11572.6410061993,"0.025","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
11904.74348895,"0.05","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12424.3782552536,"0.1","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12537.2775005612,"0.15","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12649.0376740655,"0.2","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12842.5881104524,"0.25","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
12967.8450751287,"0.3","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13051.5127111806,"0.35","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13178.8975089325,"0.4","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13314.6485138037,"0.45","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13463.6712126611,"0.5","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13738.7227275098,"0.55","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13818.5289933096,"0.6","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
13926.035925821,"0.65","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14019.6493570202,"0.7","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14165.7762578179,"0.75","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14319.626843401,"0.8","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14372.1668999892,"0.85","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14548.0940796803,"0.9","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
14787.0681602228,"0.95","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
15053.0610299308,"0.975","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
15225.1781719988,"0.99","US","A-2022-11-13","2022-11-13","2 wk ahead cum hosp","2022-11-26","quantile","highVE_optImm","0-130"
19478.9427431976,"0.01","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
19937.7822299154,"0.025","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
20438.9784238882,"0.05","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21226.5272432377,"0.1","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21477.397506774,"0.15","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21663.0667977174,"0.2","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
21849.2097387563,"0.25","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
22105.8054037818,"0.3","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
22224.1209797976,"0.35","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
22423.2826662013,"0.4","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
22641.8233548411,"0.45","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
22881.2136499292,"0.5","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
23287.7207867279,"0.55","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
23422.1114944933,"0.6","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
23600.0130895481,"0.65","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
23685.3898081813,"0.7","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
23884.9469143735,"0.75","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
24241.8548304035,"0.8","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
24380.7801524397,"0.85","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
24585.6212836747,"0.9","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
24954.5761793577,"0.95","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
25377.8040807622,"0.975","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
25467.3705563449,"0.99","US","A-2022-11-13","2022-11-13","3 wk ahead cum hosp","2022-12-03","quantile","highVE_optImm","0-130"
29476.3191008653,"0.01","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
30010.9051823416,"0.025","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
30665.5138071322,"0.05","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
31602.6500735771,"0.1","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
32051.8875609172,"0.15","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
32408.8150753646,"0.2","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
32543.6890053962,"0.25","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
32887.4492203445,"0.3","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
33047.7059717312,"0.35","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
33290.4360131193,"0.4","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
33659.6727644556,"0.45","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
33970.8462250567,"0.5","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
34479.3936988809,"0.55","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
34719.6360879823,"0.6","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
34899.2310252297,"0.65","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
35036.1545197004,"0.7","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
35216.9096259447,"0.75","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
35840.3260450157,"0.8","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
36120.9742353041,"0.85","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
36323.8131126599,"0.9","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
36831.5854102825,"0.95","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
37372.1409385359,"0.975","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
37471.1388249639,"0.99","US","A-2022-11-13","2022-11-13","4 wk ahead cum hosp","2022-12-10","quantile","highVE_optImm","0-130"
41113.2857369461,"0.01","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
41624.485613558,"0.025","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
42398.9314030147,"0.05","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
43535.1538595215,"0.1","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
44042.355219259,"0.15","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
44530.881438664,"0.2","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
44799.3589288979,"0.25","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
45017.504584414,"0.3","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
45464.6264253315,"0.35","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
45688.9503443725,"0.4","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
46046.5015317814,"0.45","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
46608.841489927,"0.5","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
47100.9276389075,"0.55","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
47369.1637192986,"0.6","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
47501.7310781325,"0.65","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
47821.5590106694,"0.7","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
48112.1314163834,"0.75","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
48752.0261839618,"0.8","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
49343.4205845498,"0.85","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
49530.8082320342,"0.9","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
49976.4624121202,"0.95","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
50714.9121075123,"0.975","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
50946.9188408546,"0.99","US","A-2022-11-13","2022-11-13","5 wk ahead cum hosp","2022-12-17","quantile","highVE_optImm","0-130"
54262.1318009777,"0.01","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
54596.2895086892,"0.025","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
55453.8129758685,"0.05","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
56738.140770425,"0.1","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
57408.8390475939,"0.15","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
57659.4722702769,"0.2","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
58051.5387873167,"0.25","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
58644.8432079397,"0.3","US","A-2022-11-13","2022-11-13","6 wk ahead cum hosp","2022-12-24","quantile","highVE_optImm","0-130"
