"sample","value","target_end_date","scenario_id","scenario_name","model_projection_date","location","target","age_group"
43,13157.9450331908,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
44,14540.589360352,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
45,15212.2333162455,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
46,9956.56742272734,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
47,10854.1946553216,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
48,9003.10566620412,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
49,13263.8800763826,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
50,11577.4039013796,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
51,9840.54811634566,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
52,10743.7112698667,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
53,10469.9409582855,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
54,11699.2381540172,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
55,11213.4925318801,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
56,12214.6212816241,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
57,14174.6471943006,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
58,8746.47779370717,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
59,9818.07400619088,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
60,15223.9404462803,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
61,14028.9130002612,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
62,10680.6279924588,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
63,13338.737576637,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
64,11659.8114032117,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
65,9033.87527470648,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
66,12849.4181704021,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
67,13941.9299580963,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
68,8088.15492599885,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
69,9472.63197794811,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
70,10540.2677232149,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
71,9027.7839641614,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
72,11397.1874755488,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
73,10382.4138605692,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
74,10679.6856506052,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
75,9915.67884949238,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
76,11850.687108337,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
77,9873.15955089203,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
78,9795.9054195964,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
79,10672.6036584559,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
80,9559.40910553391,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
81,13719.3789659237,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
82,8337.32147123837,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
83,16367.3551609949,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
84,13486.4947092446,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
85,11831.1146625275,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
86,8619.04513974374,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
87,13990.2841575539,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
88,11437.7723850452,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
89,8488.09930189261,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
90,12267.6581457117,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
91,8719.67551394653,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
92,10172.2673858211,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
93,12998.5220380668,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
94,10900.0115682226,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
95,9728.51282411931,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
96,10043.8455187431,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
97,9302.24503126776,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
98,13279.5489918076,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
99,11394.4620332353,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
100,9045.20041462151,"2022-12-10","A-2022-12-04","highVE_optImm","2022-12-04","US","1 wk ahead inc hosp","0-130"
1,10862.4882827414,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
2,9824.87464862656,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
3,11019.8321495793,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
4,12339.9390138128,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
5,10138.6316184576,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
6,15746.8161051987,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
7,9738.30462680807,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
8,10756.7568934171,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
9,10205.6333894913,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
10,13160.1102911387,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
11,10635.4310932112,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
12,11196.1583628288,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
13,14910.190980752,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
14,10377.2892841952,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
15,11346.0834471799,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
16,10417.9321226584,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
17,10926.5657853943,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
18,11984.2073390144,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
19,10132.1213594568,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
20,16289.3556243806,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
21,17154.3543915747,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
22,13367.4652348628,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
23,17823.9465041265,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
24,13176.0022266646,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
25,11437.6781234523,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
26,10369.5941507761,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
27,11636.4021530677,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
28,15554.572354554,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
29,11040.3133562201,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
30,15839.7543918587,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
31,11180.8239871002,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
32,16545.6380778646,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
33,11719.419233045,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
34,10934.7089338805,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
35,14964.3442898467,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
36,10456.487810764,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
37,13298.5511416292,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
38,12532.8805444347,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
39,17909.6954975268,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
40,14705.1764987686,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
41,10461.6669463138,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
42,10415.5321844908,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
43,15108.8858832502,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
44,16366.9471031437,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
45,17434.3986898862,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
46,11216.3915264045,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
47,12063.2332681816,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
48,9982.35028084615,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
49,15018.6555079941,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
50,13400.9440938215,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
51,11000.3402631971,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
52,12080.2494844734,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
53,11952.5797976183,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
54,13421.6974861879,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
55,12452.735583167,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
56,13661.0237788854,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
57,15980.7402010052,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
58,9849.56309128644,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
59,11107.2848907425,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
60,17259.7362132635,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
61,16123.9352195817,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
62,12202.7771531575,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
63,14778.1943494748,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
64,13365.5667388194,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
65,10345.9092431157,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
66,14787.8558175885,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
67,15692.8859201025,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
68,9276.80687658045,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
69,10798.153253455,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
70,11882.1831244196,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
71,10304.9630044095,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
72,12820.5101564634,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
73,11899.3905887565,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
74,11996.2397411548,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
75,11366.7935622983,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
76,13533.4159169629,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
77,11031.9885824303,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
78,11055.5912979204,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
79,12061.5271011054,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
80,10680.7233463569,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
81,15140.6529429076,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
82,9654.35209496353,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
83,18293.1779617155,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
84,15383.1979121197,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
85,13263.9857332383,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
86,9815.06534743155,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
87,15961.4840386445,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
88,13191.588143566,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
89,9781.32971744272,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
90,13849.1980227436,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
91,10055.765828656,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
92,11549.3560896444,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
93,14319.372361982,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
94,12296.56792754,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
95,10921.6053445083,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
96,11173.171088061,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
97,10327.4659485854,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
98,14853.321311659,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
99,12781.925852211,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
100,10200.4420846141,"2022-12-17","A-2022-12-04","highVE_optImm","2022-12-04","US","2 wk ahead inc hosp","0-130"
1,11742.6377771744,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
2,10588.4002239376,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
3,11805.7725422231,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
4,13292.4923213269,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
5,11065.7987453829,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
6,17194.6632215061,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
7,10774.3469464942,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
8,11762.716447396,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
9,11172.1668365803,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
10,14127.9081080404,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
11,11811.4168009002,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
12,12390.2885628355,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
13,15961.7523884732,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
14,11209.6176376413,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
15,12567.0123959549,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
16,11145.0266361435,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
17,12043.7559136748,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
18,13005.0125093998,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
19,11060.3232487665,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
20,17465.3240788969,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
21,18372.8553499461,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
22,14858.1146832649,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
23,19231.3842880325,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
24,14521.3950680393,"2022-12-24","A-2022-12-04","highVE_optImm","2022-12-04","US","3 wk ahead inc hosp","0-130"
